id,loss
4,1748.0537597586133
6,2218.861084712877
9,8051.928829889799
12,5094.086003264617
15,798.7346239241261
17,1935.8671638683186
21,2059.2650099103435
28,1185.3737115222455
32,3046.374463113779
43,3001.0310707383037
46,2658.1477183487314
50,1318.0634165444467
54,1323.6065028398846
62,2022.039974139729
70,1877.7441478235328
71,4854.8090262216765
75,2015.7739847915827
77,2398.687176467996
81,2504.3859072884684
83,2521.8582694717447
87,1584.6472224222634
97,2251.3134523802228
103,1423.4768134631474
119,1193.070697600734
120,1832.7396734154377
127,1071.0021539901834
138,3538.954185419499
141,2479.274331431833
148,1029.716515296607
150,2706.0535066053635
151,1977.4981699114828
158,1488.8906005049023
160,6550.946530731653
165,2046.966404293234
168,3795.6015062293213
169,3686.822782452032
177,2497.288187625376
178,3358.516863212447
184,2228.8812528139056
194,6960.7506337546365
198,1672.1582670206271
203,4446.615078890515
211,2609.764026471425
217,1281.8800955477654
219,1339.6342525199218
221,3262.296492433345
227,1957.452829691233
230,1481.9420848872455
235,1940.460240697476
240,794.0520550358596
243,3101.8522005053514
249,5676.923266274233
253,2667.3433564231905
258,1293.2635632841886
261,1724.457009604856
263,3397.243047817758
264,2477.6606609964037
265,4410.055312548851
268,1920.9607699900175
271,1749.988854122509
274,5281.638283937668
275,845.1723138954312
279,1618.2916877848536
282,1488.1315897711806
286,3303.0866233204215
288,1256.548786821671
294,2460.2203161934626
296,1076.3841765055706
297,1582.8286435788552
300,817.770080948072
303,8039.460649187278
314,1273.7539273046727
315,4276.366328495182
321,2035.0404527240175
323,4964.762785832285
330,3619.8958917046507
341,2099.9702049665584
342,4040.803945428617
352,1632.1087171507975
353,3473.4830939478165
360,4628.63144362345
361,2364.470093337584
362,3502.38791874141
366,1408.5424267433395
372,3725.1197149675118
376,3003.606958222819
377,2218.8333113874173
379,1554.7241896336195
380,3374.7599915419996
387,1645.4605355163083
392,1997.9275081748092
394,9357.377108535467
395,1561.9217900702133
397,1551.1920302499884
407,4440.80489731841
411,5640.047395236314
416,2404.0570754496166
417,1693.973924387539
419,2681.0524325291117
428,4979.9269121816515
431,2030.0932452065172
436,5838.389393403097
438,1729.441376220368
445,5703.192063857628
446,5575.788799443715
455,1305.0371980456937
456,1053.2489289079745
461,1069.1371405718423
463,1591.1754117469284
464,3629.0832294224456
466,2185.2886960146643
467,1730.4917504038706
470,1292.2761432325228
475,1681.482896749721
482,2510.567212557735
490,3205.5978958506075
496,1615.027988295704
497,4471.179909469319
508,2780.1251237787155
510,1609.7482162330157
512,3076.338873261378
513,3161.9265905738694
523,2126.864975083323
531,4942.879704908923
532,2190.5475818531377
533,1612.3834975296677
537,1287.3112862255493
544,4235.057969690007
547,3307.491005441272
556,6901.283394284005
565,1564.7685443169912
566,1310.060986395648
571,1561.6611841506658
573,2154.3033732533627
574,933.969194835001
581,2316.3513339326114
585,2209.073714257884
589,2300.2848773452984
597,1953.6892963414375
601,3279.997179943725
602,1867.1106699571737
613,1468.1614946936497
616,1436.2846244850089
619,2058.595329247779
622,1902.2032518221367
623,2284.353521754757
629,1746.5050330432493
634,1404.611430993357
638,1078.2425374322202
642,1048.7332180429028
643,2051.6626562882884
645,1065.084541445594
648,5896.187379132225
652,1463.9724134649202
664,1006.6001687972564
666,2174.010428460982
672,1101.7479490226895
676,1966.827499184416
678,3200.417303970723
682,1785.8344689163016
686,2381.3822559402597
688,2282.553426971725
689,1461.149324871408
690,1906.1691212770793
692,7339.90105911467
695,1540.002274856219
697,3605.040037286026
698,2039.9176908770269
706,2024.6064840877316
708,1593.0605740624462
712,3309.931330797715
715,3309.83606639606
717,1365.2205677062136
725,3253.4537598068364
729,1131.5161826493652
737,1277.5913126277455
739,4718.070233381909
747,3457.5956245886096
753,2538.383928860572
758,2399.4151912733196
759,2350.206627227965
763,1248.599519416
773,3863.7407981059937
774,2374.5389837982825
776,1559.5795605626424
788,3560.978947141092
790,2988.87427074328
794,1207.5847008741853
801,2689.452770236521
802,1796.6178913363478
805,1664.556909447502
809,4524.423286267951
812,1704.2966779901733
825,2455.561604081657
828,1846.8058583911363
830,2041.8650685215234
833,1046.631665486783
850,4392.55256044302
852,5885.7573475840545
862,1591.773569063545
863,1502.6223143726395
864,1766.6646417098173
865,3616.5381856737354
868,5615.550498484343
872,1533.2583802256117
879,4928.039828489224
880,1595.3371132871391
883,1295.7044705027297
886,1394.1715142643588
923,1833.019146973202
924,1290.1396176764983
932,1534.1716831327574
945,5333.814300961499
947,5604.075875633687
948,2291.9671717252727
955,3370.195199084441
963,3894.5575298145222
979,1603.9081822137514
989,1578.3375308474153
994,2881.0634935405064
995,1886.346168185375
998,1740.8279935274954
1000,3813.208134384164
1018,1877.7356138702812
1019,2458.2719002787608
1028,1822.2089697636386
1034,1552.0532627525238
1038,1831.4247414866952
1040,1503.1397675770165
1042,1390.7201742242542
1057,5956.590466781462
1058,2305.082547469469
1063,1043.3080422960943
1066,3913.837156250638
1071,3953.062198943697
1073,3640.8748958175825
1074,2853.944224017121
1077,2876.9630898140867
1080,9218.298898202074
1088,1030.9029518235361
1096,890.3931556610742
1097,9101.820667412536
1105,4629.973249566303
1115,1863.3677421998036
1116,2605.2370338677574
1122,2455.1294570106575
1130,4002.9002185978516
1133,1101.0469881532022
1137,1791.5450397414472
1140,2149.1879331372784
1143,7510.384411281719
1149,5349.575818395299
1150,1069.5597506680433
1153,1008.234073786954
1157,1411.899396020267
1180,736.9639168563746
1183,1400.1190552072062
1188,1616.9609443269603
1193,1024.8663242765022
1200,993.5144880251048
1209,3821.791276476067
1214,1923.695458722816
1219,2278.6077724779398
1223,4833.1055827475175
1227,837.1401418275375
1228,1557.9281632907282
1229,3943.7048534760033
1233,1137.6166911793734
1238,3514.200096383417
1239,1715.8614643677283
1241,3101.0923463484723
1243,1756.9665971091297
1244,1131.9964188537542
1245,3496.294317471901
1277,3566.6259349749057
1279,3314.1569511939283
1292,6982.977572851966
1293,1600.248137828943
1299,9253.587501617505
1304,2768.100248957003
1313,3543.9146361911476
1328,2162.531696818037
1330,1446.4651740112363
1334,1491.48095148752
1335,1386.8877137418465
1336,4269.986395478133
1341,1174.6356751464732
1344,1227.5729427653916
1351,1039.8256374150935
1352,2387.088747266023
1354,1536.9919744832862
1368,4320.975660475411
1373,1842.8538977175879
1375,778.7207826432519
1381,1948.6749448868468
1384,4708.736870585881
1385,3112.28371129897
1388,5564.9593325444675
1401,3664.782056449175
1402,2485.7583618930134
1404,1537.0177619464182
1406,1783.2742126281303
1409,1160.0977566922543
1422,1384.064804362511
1429,2544.319813103415
1433,5338.886006093804
1438,1250.919465990296
1444,1340.9408699575895
1446,1320.8259242928857
1450,1295.8731112651128
1451,964.5325641931631
1454,1958.3339048197868
1458,2738.2028516810556
1461,2963.565080723889
1464,4903.480344012926
1465,1210.7967010854918
1478,1507.7581181374683
1479,1620.6389654400584
1480,2784.715028578026
1484,2201.6651265713685
1486,885.3292250198108
1488,861.1579611145614
1489,3643.053208021333
1491,1094.2494509190437
1507,2206.9781951993764
1515,1913.596899424761
1519,2153.3833604142537
1528,1644.8498542277378
1529,1006.8832197095387
1530,2748.343125542798
1532,1506.1139492712089
1541,1700.3596744769332
1542,3172.2834713887146
1547,1272.4579538069202
1549,1415.8288424717177
1553,2340.3649713471523
1554,2826.7234471444804
1555,1463.092479350806
1559,1558.8646080216638
1565,1684.8838939886145
1568,1114.448804100113
1576,3822.4505856449227
1579,1002.4454607976147
1592,1138.1540661193578
1596,2615.680151283035
1605,1070.1844655191946
1607,1418.140043580516
1612,1631.897244691211
1617,2875.1795278915547
1619,2514.2575582690415
1620,7126.78754772692
1624,2302.011486756513
1627,1151.4799314255233
1633,1718.835127688347
1636,1554.4488362919317
1639,1438.9603057783365
1640,2970.8743778343087
1644,1363.3854088215403
1646,1430.8728875462457
1647,2291.44338669424
1654,1429.6252501490192
1655,3168.7447690462222
1664,5893.117330096752
1665,2041.314894554524
1667,3809.524497649394
1669,1204.473058993425
1678,1771.2757744243477
1682,2242.5115340952952
1689,1413.2323182726252
1690,2650.5456178543027
1693,5024.502759184045
1695,932.8912517615099
1705,2058.9149979135514
1706,2225.381488917965
1708,2181.3876218761493
1716,2239.2313488471823
1720,6898.288188057797
1722,1904.860284279354
1749,4375.182991468845
1750,1616.4057561729887
1751,5528.913418965301
1760,2224.048685421759
1763,3356.0535947019926
1770,1816.2478264902238
1777,1565.7815417622244
1785,3907.1531005454335
1791,1205.3597626134183
1794,3894.7865963715353
1800,1352.9128118136653
1816,1495.397453079884
1817,1529.9239364345888
1821,2733.3600122498665
1836,1422.0519630984923
1838,1837.2137718948159
1851,2327.5890559396053
1852,3514.9164097579987
1854,2400.345872252632
1856,859.0865119639786
1865,850.4951426200596
1872,1130.1360127155883
1878,823.1555081862341
1880,1347.3475354306536
1881,1432.902131452332
1882,1962.4378976281664
1886,915.708782701382
1892,1784.837838750921
1894,2566.975019496552
1898,2359.3918679731155
1899,2315.6667476267403
1902,1292.0522802745356
1903,4278.046685664167
1906,1876.3748348250601
1910,2403.8539623530805
